A	B	C	D	E	F	G
19.1	75	0.4	1039	14.5	0.08	746
19.9	72	0.6	840	14.6	0.32	1616
21.1	66	1	797	14.4	0.62	2430
22.4	62	0.9	761	14.7	0.93	1381
23.7	56	1.6	1074	14.3	1.34	937
24.6	53	1.4	1472	14.3	1.67	1014
25.8	48	1.5	1487	13.9	2.31	1224
26.6	46	2.9	1482	14	2.31	1230
27.2	44	2.9	1377	13.8	2.59	1258
26.7	42	2.6	1634	12.7	1.89	1363
26.1	46	3	1728	13.5	1.55	1700
25.1	51	2.4	1714	14.2	1.15	2328
24.1	57	2.9	1301	15	0.56	3556
23.3	59	2.6	1214	14.8	0.28	2809
22.4	62	2.2	1041	14.7	0.05	2525
21.6	66	2.4	962	14.9	0	2378
20.8	71	2.1	800	15.3	0	2096
20.1	73	1.9	771	15.1	0	1456
19.7	71	2	1330	14.2	0	1030
19.6	73	1.4	958	14.6	0	803
19.6	78	0.8	662	15.6	0	576
19.4	79	0.8	563	15.6	0	340
19.1	82	1.5	471	15.9	0	249
19.1	83	2	457	16.1	0	336
19.4	83	1.6	448	16.4	0.03	714
20	77	1.7	595	15.8	0.29	1629
20.6	77	1.2	566	16.4	0.53	2440
21.1	73	2	623	16	0.43	1401
22.2	70	3.1	740	16.4	1.44	1002
23.7	56	2.4	1070	14.3	2.33	1100
25.2	53	3.3	976	14.9	3.38	1252
26.2	51	3.2	1078	15.2	3.36	1184
27.5	47	2.7	990	15.1	3.24	1158
27.9	45	3.6	1558	14.8	3.04	1266
28.2	48	3.9	1103	16.1	2.55	1600
28	50	3.2	1137	16.6	1.93	2289
27	55	3.1	1246	17.1	1.26	3384
25.6	61	2.7	1236	17.5	0.6	2741
23.3	68	3.6	895	17	0.11	2519
21.6	74	3.3	758	16.7	0	2246
20.6	78	3	684	16.6	0	1979
20.1	82	3.6	494	16.9	0	1401
20	83	2.6	547	17	0	1083
20.1	82	1.2	582	16.9	0	794
20.2	82	0.9	575	17	0	539
20	83	1.7	607	17	0	394
19.6	87	1.2	465	17.3	0	215
19.4	82	2.1	677	16.2	0	308
19.5	80	1.6	709	15.9	0.04	709
19.9	74	1.7	683	15.1	0.21	1543
21.4	65	1.9	821	14.5	1.15	2370
22.7	59	2	940	14.2	1.77	1360
23.9	57	2.1	977	14.8	2.54	922
25.5	57	1.8	943	16.3	3.01	1066
26.4	46	1.4	1103	13.8	3.26	1197
27.3	33	3.4	1921	9.6	3.42	1147
28	39	2.6	1833	12.7	3.14	1152
28.3	40	3.2	1619	13.4	2.96	1276
28.5	42	3.1	1622	14.3	2.62	1473
28.4	43	3.3	1715	14.6	2.04	2176
27.8	43	3	1933	14	1.35	3418
26.9	42	2.4	2000	12.8	0.62	2811
25.1	55	2.3	1779	15.4	0.08	2556
23.8	63	1.5	1455	16.3	0	2436
22.8	67	2.1	1042	16.3	0	2179
21.9	59	2.6	1188	13.5	0	1497
20.7	67	1.9	885	14.3	0	1137
20.2	75	1.4	525	15.6	0	912
19.8	80	1.5	370	16.2	0	602
19.3	85	1.6	345	16.7	0	413
19.1	86	1.4	322	16.6	0	268
18.6	85	1	384	16	0	336
18.2	83	0.6	448	15.2	0.06	710
18.8	66	1.1	814	12.3	0.46	1529
21.9	58	1.2	771	13.2	1.29	2283
24.2	47	1.2	822	12.1	1.94	1284
26.3	34	0.9	1792	9.1	2.57	902
28.1	35	1.3	1608	11.1	3.02	1020
29.8	28	1.3	1777	9.3	3.21	1116
30.6	26	1.2	1792	8.9	3.17	1073
31.6	25	2.3	1780	9.1	3.21	1087
31.9	23	1.8	1977	8.1	2.57	1203
30.8	31	3.8	1246	11.7	2.17	1466
30.4	28	2.9	1834	9.8	1.9	2146
29.3	27	3.4	1977	8.3	1.24	3365
27.1	32	3.5	2000	8.9	0.52	2732
25.4	31	2.5	2000	7	0.07	2493
24.2	32	1.5	2000	6.4	0	2251
23.3	32	1.1	2000	5.6	0	2103
22.9	34	1.1	1810	6.1	0	1648
22.7	36	1.5	2000	6.8	0	1322
22.5	39	1.1	2000	7.8	0	1073
22.3	37	1.8	2000	6.8	0	818
22	42	0.2	1891	8.4	0	540
21.6	47	0.4	1985	9.7	0	375
21.1	48	0.3	2000	9.6	0	339
21	48	0.6	2000	9.5	0.01	417
21.3	44	0.5	1911	8.5	0.2	622
22.6	42	0.7	1887	9	0.62	934
24.3	37	1.1	1939	8.6	1.31	1072
25.8	35	1.5	1900	9.1	1.66	1064
27.5	31	1.9	1841	8.8	2.7	1229
28.4	31	2.7	1849	9.6	2.93	1374
27.9	41	3.9	1649	13.4	2.08	1483
28	46	3.6	1401	15.2	2.88	1445
28.4	43	3.1	1337	14.6	2.65	1589
28.3	48	3.1	1232	16.2	2.41	1837
28.1	49	3.2	1117	16.3	1.62	2101
26.3	55	3.2	1119	16.5	0.64	2256
25.7	59	2.8	1083	17	0.38	2288
24.6	65	2.1	1018	17.5	0.1	2262
23.8	68	2.2	694	17.5	0	2175
23	74	2.4	473	18.1	0	1932
22.5	77	2.7	396	18.2	0	1402
22	81	1.6	374	18.5	0	849
21.5	83	1.3	345	18.4	0	545
20.9	87	1.8	222	18.6	0	1254
20.6	91	0.8	194	19	0	644
20.5	90	0.8	223	18.7	0	286
20.3	87	1	251	18	0	235
20.2	87	2	255	17.9	0.01	258
20.5	82	0.8	338	17.3	0.16	369
21.3	78	0.7	351	17.3	0.51	561
23.1	68	1.9	482	16.8	1.64	734
25	60	1.5	570	16.6	2.33	763
27.1	52	2.1	557	16.3	2.82	870
28.9	40	2.3	809	13.9	3.15	1042
30.6	31	2.7	1240	11.5	3.24	1062
31.6	34	2.9	1050	13.8	3.12	1064
31.8	31	3.4	1400	12.5	2.85	1213
31.3	32	3.2	1427	12.6	2.38	1471
30.9	34	2.5	1640	13.2	1.79	1754
29.8	35	3.3	1805	12.6	1.15	2094
27.8	41	2.7	1990	13.3	0.45	2290
26.1	49	1.9	1960	14.5	0.1	2387
24.5	71	1.7	1295	18.8	0	2153
23.9	72	0.8	1098	18.5	0	1801
23.3	75	2	890	18.6	0	1329
22.9	79	0.6	715	19	0	962
22.5	80	1.1	619	18.8	0	585
22.3	80	0.8	709	18.6	0	424
22	83	0.5	684	18.9	0	264
21.8	82	0.7	702	18.5	0	199
21.5	84	0.3	569	18.6	0	338
21.3	81	0.7	604	17.8	0.05	785
22.1	74	0.3	830	17.2	0.37	1620
23.8	66	0.9	960	17	0.74	2331
25.4	61	1	1079	17.3	1.28	1293
26.4	55	0.9	901	16.6	1.16	878
27.8	46	1.3	912	15.1	1.77	968
29.8	42	2.1	1220	15.5	2.9	1039
31.2	36	2	1022	14.3	2.91	1073
32.3	35	1.8	982	14.8	2.71	1016
32.7	31	1.7	1243	13.3	2.3	1184
32.2	39	2.8	928	16.4	1.74	1407
31.5	42	2.3	990	17	1.36	2008
30.7	43	1.6	931	16.6	0.74	3238
29.8	45	1.5	956	16.5	0.32	2779
28.8	54	1.1	964	18.5	0.09	2456
27.9	55	0.5	1083	18	0	2372
27.4	55	0.3	1001	17.5	0	2046
27.2	55	0.7	920	17.3	0	1437
26.9	61	1.5	805	18.7	0	1052
26.7	50	1.8	884	15.4	0	783
26.1	51	1.7	760	15.1	0	524
25.4	50	1.1	870	14.2	0	353
24.7	49	1	1293	13.2	0	143
23.7	64	0.9	876	16.4	0	45
22.5	83	0.8	537	19.4	0	37
21.2	87	0.8	376	18.9	0.03	49
20.8	94	1	159	19.7	0.05	53
20.3	96	1.1	143	19.6	0.06	19
20.3	97	1	103	19.8	0.12	9
20.4	97	1.4	129	19.9	0.09	11
20.5	97	1.8	257	20	0.15	10
20.5	97	1.2	338	20	0.11	24
21	97	0.7	381	20.4	0.26	26
21.5	97	0.6	311	20.9	0.21	65
23.3	96	3.4	441	22.6	0.08	56
24	95	5	362	23.1	0.07	113
24.1	95	4.4	261	23.2	0.03	156
24.2	94	4.7	242	23.1	0.03	203
24.1	94	4.5	214	23	0	199
23.5	94	4.6	227	22.4	0	275
22.4	95	4.1	222	21.5	0	443
21.6	89	4.3	698	19.7	0	552
20.5	94	3.7	896	19.4	0	513
20	96	3	182	19.3	0	254
19.6	97	2.6	201	19.1	0	164
19.4	97	2.9	282	18.9	0	152
19.2	97	1	217	18.7	0	110
19.1	97	1.2	402	18.6	0	162
19.2	97	1.5	157	18.7	0	417
19.3	98	1	188	18.9	0.06	1084
19.7	97	1.5	200	19.2	0.25	1995
20	96	1.6	287	19.3	0.39	1238
21.4	85	1.1	596	18.7	1.34	862
23.4	73	1.3	827	18.2	2.38	1015
24.1	73	2.2	992	18.9	2.15	1145
24.9	69	2.2	850	18.8	2.14	1234
24.7	72	2.9	720	19.3	1.45	1243
25.5	68	2.4	638	19.1	1.61	1362
25	74	2.2	578	20	0.52	1618
25.1	70	2.2	796	19.2	0.48	2115
25	69	1.5	1125	18.9	0.52	3172
24.9	70	1.8	1131	19	0.24	2487
24.2	72	1.4	833	18.8	0.03	2274
23.3	71	1.3	1145	17.7	0	2200
22.7	77	2	1099	18.4	0	1959
22.3	83	2.6	490	19.2	0	980
22.2	84	1.1	482	19.3	0	561
22.2	84	0.3	610	19.3	0	1068
22.4	84	0.6	667	19.5	0	652
22.4	86	0.6	618	19.9	0	344
22.3	88	0.9	298	20.2	0	233
22.1	93	0.4	333	20.9	0	266
22	90	0.4	373	20.2	0.04	594
22.7	81	0.4	866	19.2	0.4	1391
24.2	73	1	1581	19	0.96	2288
24.8	75	1.1	1418	20	0.63	1246
25.3	70	0.6	1386	19.4	0.7	826
26.5	64	1.8	1806	19.1	1.3	938
27	68	2	1863	20.5	1.3	1158
27.2	68	1.8	1575	20.7	1.1	1040
27.1	72	3	1126	21.6	0.91	1030
26.4	76	3.7	1370	21.8	1.01	1209
25.2	81	3.6	961	21.6	0.5	766
22.2	92	1.2	254	20.8	0.11	65
20.6	97	0.7	222	20.1	0.14	596
20.9	97	1	1747	20.3	0.19	944
21	96	0.1	1431	20.3	0.02	1039
21.3	94	0.3	1314	20.2	0	1223
21.6	94	1.1	766	20.5	0	1239
21.7	96	0.3	293	21	0	931
21.9	95	1.9	357	21	0	470
22	96	0.1	387	21.3	0	460
22.2	96	0.8	269	21.5	0	345
22.3	96	1.2	290	21.6	0	227
22.3	96	0	278	21.6	0	123
22.1	97	0.5	152	21.5	0	133
21.9	97	0.2	190	21.3	0	308
22	97	0.9	269	21.4	0.03	883
22.2	95	1.6	389	21.3	0.26	2028
22.9	86	1.7	538	20.4	0.76	1195
24.4	76	2.1	617	19.8	1.58	913
24.8	74	1.8	644	19.8	1.41	956
26.1	67	2.2	758	19.4	2.15	1168
26.8	65	2	732	19.6	2.37	1117
27.8	57	2.1	760	18.4	2.62	1175
28.4	63	2.8	742	20.6	2.47	1209
29	57	2.3	987	19.6	2.36	1554
28.5	60	2.6	1014	19.9	1.33	2099
28.1	60	1.9	959	19.5	1.05	3113
27.1	64	1.1	829	19.6	0.28	2602
26.2	70	1.5	792	20.2	0.12	2339
25.2	75	1.4	644	20.4	0	2225
24.2	80	1.3	500	20.5	0	2103
23.5	83	1.4	436	20.4	0	1552
23	84	1.9	375	20.1	0	1275
22.6	85	0.3	323	19.9	0	1070
22.2	88	1	295	20.1	0	859
21.9	88	0.9	274	19.8	0	625
21.7	93	0.1	244	20.5	0	382
21.7	88	0.6	289	19.6	0	247
22.1	85	0.5	303	19.4	0.01	310
22.5	86	0.6	299	20	0.07	468
23.4	81	0.5	313	19.9	0.37	825
24.2	81	0.9	295	20.7	0.53	862
25.1	73	0.9	358	19.9	0.66	933
26.4	71	1	430	20.7	1.36	871
25.2	94	2.8	166	24.1	0.39	858
25.6	87	1.7	390	23.2	0.71	1144
27.5	69	0.5	736	21.2	1.84	1235
27.8	71	0.9	733	22	0.93	1311
27.9	69	0.5	880	21.6	0.61	1317
27.4	75	2.3	616	22.5	0.46	1291
27.5	79	0.5	1237	23.5	0.65	306
24.3	95	0.5	958	23.4	0.11	481
24.2	88	0.8	1276	22	0.06	778
23.9	84	0.7	1552	21	0	1005
23.4	88	0.9	1153	21.2	0	1107
22.9	92	0.6	989	21.5	0	919
22.6	88	0.2	1259	20.5	0	865
22.7	87	0.5	1072	20.4	0	740
22.7	87	0.5	1187	20.4	0	586
22.7	86	0.7	1455	20.2	0	368
22.7	85	0.7	1547	20	0	211
22.6	86	0.5	1076	20.1	0	54
22.3	93	0.6	1262	21.1	0.01	60
22.1	89	0.5	1617	20.1	0.08	25
22.1	93	0.5	805	20.9	0.14	20
22.1	94	0.9	624	21	0.22	9
21.6	97	0.5	266	21	0.13	13
21.2	97	1.2	105	20.6	0.15	11
21.1	97	1.2	653	20.5	0.17	9
21.2	97	1.1	760	20.6	0.2	30
21.5	97	0.7	1522	20.9	0.29	14
21.8	97	0.7	324	21.2	0.14	51
22.2	97	1.1	1745	21.6	0.25	41
22.4	96	0.4	1661	21.7	0.21	25
22.2	96	1.2	673	21.5	0.09	17
21.9	96	1.2	509	21.2	0.01	18
21.9	97	1.1	534	21.3	0	16
21.8	97	0.6	692	21.2	0	17
21.7	97	0.7	540	21.1	0	16
21.5	97	1.5	523	20.9	0	15
21.4	97	0.6	680	20.8	0	26
21.3	97	1	1451	20.7	0	28
21.2	97	0.8	1018	20.6	0	17
21.1	96	2.4	866	20.4	0	23
20.8	97	1	2000	20.3	0	58
20.7	97	0.3	2000	20.2	0	28
20.7	97	0.3	1262	20.2	0	40
20.7	97	0.4	1801	20.2	0	126
20.8	96	0.4	1627	20.1	0.11	104
21	97	1.3	825	20.4	0.14	128
21.4	97	0.6	563	20.8	0.27	27
21.7	97	0.5	591	21.1	0.25	153
22.4	97	1	945	21.8	0.46	218
22.6	97	0.6	367	22	0.3	304
23.3	96	0.3	434	22.6	0.53	381
24.2	93	1	590	22.9	0.78	619
25.2	87	0.9	601	22.8	0.88	839
25.3	87	0.6	751	22.9	0.49	861
24.9	87	1.9	1742	22.5	0.25	832
24.1	93	2.1	1118	22.8	0.23	44
23.5	97	0.1	1814	22.9	0.04	61
23.4	98	0.4	1038	23	0	72
23.4	98	0.3	585	23	0	83
23.4	98	0.3	662	23	0	168
23.2	98	0.2	927	22.8	0	349
23.1	98	0	958	22.7	0	407
23	98	0.1	1026	22.6	0	354
22.8	98	0	1734	22.4	0	233
22.7	97	0.2	1808	22.1	0	149
22.6	97	0	1383	22	0	224
22.6	95	0.1	1937	21.7	0.05	600
23.5	86	0.2	1908	21	0.38	1308
24.3	83	0.5	1986	21.2	0.53	2135
25.7	76	0.8	1920	21.1	1.11	1156
27.6	71	1.6	1870	21.8	2.14	818
29.2	66	1.4	1953	22.1	2.72	906
30.1	64	1.2	2000	22.5	2.54	944
31.2	54	1.3	1961	20.7	3.11	994
31	56	1.5	2000	21.1	1.47	1001
32	54	1.2	1962	21.5	2.99	1069
31.3	52	1.2	2000	20.2	1.63	1325
32.4	50	2.2	2000	20.6	1.92	1783
32.2	57	1.8	1880	22.5	1.53	2965
30.4	62	0.9	2000	22.2	0.65	2598
28.8	72	0.9	2000	23.2	0.11	2398
27.8	72	0.6	2000	22.2	0	2264
26.9	78	0.6	1806	22.7	0	1948
26.4	78	0.3	2000	22.2	0	1365
25.9	79	0.3	2000	21.9	0	971
25.4	79	1	2000	21.4	0	796
25.1	82	0.2	2000	21.8	0	555
24.9	83	0.2	1857	21.8	0	372
24.7	82	0.3	2000	21.4	0	234
24.2	86	0.2	2000	21.7	0	316
24	84	0.1	1969	21.1	0.05	747
24.6	78	0.5	2000	20.5	0.33	1450
26.4	64	0.5	1909	19	1.33	2215
27.4	68	0.5	1941	20.9	1.31	1191
28.5	65	1.5	1519	21.2	1.74	831
30	60	2.3	1861	21.3	2.61	941
30.5	58	2.5	1741	21.2	2.26	1021
31	60	2.6	1657	22.3	2.75	1007
31.3	58	3	1479	22	2.46	1005
31.1	57	3.7	1912	21.5	2.03	1038
31.6	57	2.7	1882	22	2.19	1306
31.2	56	3.4	1943	21.3	1.82	1856
30	60	2.5	1933	21.3	0.99	3080
28.2	64	2.8	1978	20.7	0.5	2637
27.1	67	2.9	1949	20.4	0.06	2415
26.2	70	2.2	1908	20.2	0	2274
25.1	73	2.5	1808	19.9	0	2091
24.7	74	1.4	1596	19.7	0	1432
24.2	77	1.8	1365	19.9	0	1078
23.9	79	1.7	1121	20	0	846
23.6	80	1.5	879	19.9	0	568
23.5	81	0.9	878	20	0	376
23.5	80	0.4	924	19.8	0	267
23.5	80	0.3	838	19.8	0	326
23.5	80	0.3	768	19.8	0	438
23.5	90	0.5	445	21.7	0.05	828
23.6	93	0.9	308	22.3	0.21	1836
24.2	84	0.9	632	21.3	0.49	1112
25.6	75	1.1	1028	20.8	1.22	827
26.3	71	1.1	1340	20.6	0.86	890
27	68	1.1	1744	20.5	1.2	996
28.1	67	1.1	1772	21.3	1.43	929
28.3	67	3	1242	21.5	1.73	933
28.8	66	0.9	1806	21.8	1.55	1011
28.2	71	1.7	2000	22.4	0.96	1105
27.3	76	0.9	1971	22.6	0.52	1381
26.8	71	1.2	2000	21	0.21	2594
26.7	69	1.4	2000	20.5	0.36	2309
25.8	68	1.4	2000	19.4	0.09	2122
25.2	67	1.5	2000	18.6	0	2063
24.4	67	1.6	2000	17.8	0	1941
23.9	66	1.5	2000	17.1	0	1406
23.5	65	1.9	2000	16.5	0	1075
23.1	66	1.6	2000	16.3	0	839
22.8	65	1.8	2000	15.8	0	558
22.6	66	1.5	2000	15.9	0	403
22.6	66	0.9	2000	15.9	0	273
22.5	66	1.5	2000	15.8	0	311
22.4	65	1.6	2000	15.4	0.01	723
22.6	63	1.3	2000	15.1	0.21	1449
23.2	60	1.7	2000	14.9	0.58	2273
23.3	61	1.7	2000	15.3	0.8	1318
23.7	59	1.7	2000	15.2	0.89	998
23.9	59	2.1	2000	15.3	1.08	1024
25.7	57	1.9	2000	16.5	2.32	1216
26.2	53	2.1	2000	15.8	2.23	1210
27	52	2.1	2000	16.2	2.51	1209
26.9	51	2	2000	15.9	1.95	1346
26.6	54	2.3	2000	16.5	1.24	1635
26.6	52	2.2	2000	15.9	1.02	2282
25.9	52	2.1	2000	15.2	0.57	3196
25	52	2.2	2000	14.4	0.37	2557
23.8	55	2.3	2000	14.2	0.05	2223
23.1	54	2.1	2000	13.2	0	2183
22.5	54	2.1	2000	12.7	0	1917
22	55	1.7	2000	12.5	0	1458
21.5	56	1.8	2000	12.3	0	1191
21.1	57	2	2000	12.2	0	1079
20.7	58	1.5	2000	12.1	0	760
20.4	59	1	2000	12.1	0	545
20	63	1.8	2000	12.7	0	331
19.8	63	1.4	2000	12.5	0	273
19.5	61	1.5	2000	11.7	0.03	396
19.6	57	1.6	2000	10.8	0.42	567
21.2	52	1.6	1998	10.9	1.2	832
22.6	51	1.7	2000	11.9	1.87	1009
24	49	1.7	2000	12.6	2.48	1050
25	48	1.5	1986	13.2	2.95	1129
26.4	47	1.7	2000	14.1	3.26	1328
27.5	43	2	2000	13.7	3.41	1399
28.3	43	1.6	1941	14.5	3.33	1430
28.7	42	1.3	2000	14.5	2.98	1579
28.9	44	1.6	1998	15.4	2.2	1764
28.9	45	1.4	2000	15.7	1.89	2020
27.8	48	1.2	2000	15.7	0.91	2238
26.1	51	1.4	2000	15.1	0.32	2352
24.6	51	1.7	2000	13.7	0.07	2232
23.4	52	1.4	2000	12.9	0	2235
22.6	51	1.7	2000	11.9	0	1921
21.7	51	1.7	2000	11.1	0	1416
20.7	51	1.7	2000	10.1	0	1208
19.9	52	1.6	2000	9.7	0	946
19.3	54	1.4	2000	9.7	0	648
18.8	56	1.2	2000	9.8	0	460
18.4	57	1.1	2000	9.7	0	277
18.1	57	1.4	2000	9.4	0	253
17.8	58	1.1	2000	9.4	0.04	267
18.2	54	1.2	2000	8.7	0.42	410
19.1	53	1.7	1952	9.2	0.8	684
20.8	51	1.5	1973	10.2	1.65	787
22.5	48	1.6	1940	10.9	2.33	867
23.8	47	2.1	2000	11.8	2.59	1053
25	46	1.9	1943	12.5	2.93	1237
26.1	45	1.8	2000	13.2	3.33	1442
27.1	41	1.4	1941	12.7	3.24	1517
27.6	37	1.9	2000	11.5	2.58	1693
27.9	39	1.2	2000	12.6	2.16	2070
27.4	44	1.7	2000	14	1.17	2266
26.7	48	1	2000	14.7	0.53	2351
26.3	51	1.7	2000	15.3	0.18	2272
25.7	53	1.3	2000	15.3	0.03	2348
25.3	55	1.4	2000	15.6	0	2055
25	57	1	2000	15.8	0	1717
24.6	60	2.6	2000	16.3	0	1252
24.2	61	1.7	2000	16.1	0	900
23.7	64	0.8	2000	16.4	0	554
22.7	63	0.9	2000	15.2	0	387
21.9	63	1.3	2000	14.5	0	285
21.4	63	1.5	2000	14	0	206
21.1	64	1.5	2000	14	0	301
21	64	1	2000	13.9	0.03	486
20.9	66	1.4	2000	14.3	0.1	451
20.7	73	0.8	2000	15.6	0.3	670
21.1	72	1	1982	15.8	0.52	575
21.1	73	1.2	1957	16	0.4	217
20.6	82	1	2000	17.4	0.29	186
20.7	83	0.6	1244	17.7	0.32	71
20.3	87	1	771	18	0.31	99
20.2	89	1	1854	18.3	0.27	110
20.3	90	0.9	1356	18.5	0.34	59
20.2	91	1.2	1637	18.6	0.42	68
20.3	93	1.4	1684	19.1	0.32	104
20.3	93	1.3	1832	19.1	0.22	140
20.4	94	1.1	1769	19.3	0.14	68
20.3	95	0.8	1372	19.4	0.02	48
20.3	96	1	1007	19.6	0	95
20.4	96	1.1	1641	19.7	0	71
20.4	96	0.6	1137	19.7	0	40
20.4	97	0.3	183	19.9	0	29
20.4	97	0.3	193	19.9	0	39
20.5	98	0.5	596	20.1	0	84
20.6	98	0.8	1986	20.2	0	136
20.6	97	0.5	1989	20.1	0	133
20.6	97	0.6	2000	20.1	0	174
20.7	97	0.9	2000	20.2	0.02	534
21.1	95	0.4	2000	20.2	0.14	1209
21.7	89	0.5	2000	19.8	0.31	2017
22.3	86	1	2000	19.8	0.42	1061
22.6	85	0.9	1996	19.9	0.38	768
23.2	82	1.1	1991	19.9	0.47	909
24.1	80	0.8	2000	20.4	0.72	1035
25.2	77	1.2	1951	20.8	1.06	1074
25.5	77	0.8	1957	21.1	0.75	1142
25.7	77	0.5	1875	21.3	0.48	1169
26.3	74	0.7	1580	21.2	0.52	1462
26.5	76	1	1400	21.9	0.36	1603
26.2	82	0.4	1408	22.8	0.21	1665
25.7	83	1.1	1011	22.5	0.08	794
25.3	89	0.3	745	23.3	0	908
25.1	86	0.3	870	22.5	0	1352
25	86	0.5	796	22.4	0	971
24.9	87	0.5	658	22.5	0	373
24.6	96	0.7	308	23.9	0	240
24.6	96	0.5	443	23.9	0	240
24.5	96	0.5	476	23.8	0	236
24.5	97	0.8	263	23.9	0	157
24.5	97	1	317	23.9	0	71
24.5	97	0.5	229	23.9	0	76
24.5	97	0.1	290	23.9	0	187
24.6	97	0.3	180	24	0.07	303
25.1	97	0.8	490	24.5	0.26	827
25.6	96	0.6	450	24.9	0.41	634
26.3	91	0.6	749	24.7	0.63	581
27.2	82	0.9	1093	23.8	0.93	792
28.1	73	2.1	1326	22.7	0.87	964
28.7	69	2.6	1546	22.4	1.02	991
29.2	67	2.8	1725	22.4	1.13	1052
29.4	68	2.3	1525	22.8	1.29	1106
28.7	70	3.2	1586	22.6	0.73	1344
28.7	71	2.9	1666	22.9	0.71	1923
28.4	75	2.4	1564	23.5	0.52	2931
28.2	72	1.6	1745	22.6	0.13	2328
27.7	76	1.8	1727	23	0.04	2048
27.3	78	1.2	1606	23.1	0	1936
27.1	79	1.2	1578	23.1	0	1870
26.9	79	0.1	1541	22.9	0	1298
26.7	79	0.9	1590	22.7	0	938
26.6	80	0	1485	22.8	0	787
26.3	84	0.3	1361	23.3	0	517
26.2	83	0.3	1294	23	0	322
26.1	85	0.6	1081	23.3	0	159
25.9	91	0.4	872	24.3	0	231
25.6	93	1.1	852	24.3	0.01	593
25.9	87	1.7	834	23.5	0.26	1279
26.3	84	2.1	973	23.3	0.48	1811
26.5	82	2.7	815	23.1	0.57	982
26.7	88	1.6	802	24.5	0.89	746
27.4	78	2.3	1164	23.2	1.11	805
27.4	80	2.7	1083	23.6	0.97	991
27.7	76	2.6	1258	23	1	959
27.8	76	3.1	1517	23.1	1	976
28	76	2.3	1437	23.3	1	1163
28.1	74	2.8	1559	23	1.06	1296
27.9	75	2.5	1643	23	0.75	1915
27.5	77	2.1	1897	23	0.46	3016
27.4	78	1.1	1899	23.2	0.27	2313
26.9	80	1.5	1806	23.1	0.09	2214
26.3	81	0.8	1910	22.7	0	2115
25.9	83	0.6	1827	22.7	0	1945
25.5	84	0.8	1906	22.5	0	1355
25.1	87	0.4	1800	22.7	0	1006
24.8	89	0.9	1555	22.8	0	760
24.9	86	1.3	1469	22.3	0	600
24.9	86	2	1079	22.3	0	377
24.8	86	2.1	1103	22.2	0	241
24.8	84	1.4	1303	21.9	0	301
24.8	84	1.1	1426	21.9	0	665
25	83	1	1350	21.9	0.13	1321
25.5	80	1.8	1402	21.7	0.37	2114
26.6	73	2.2	1147	21.3	1.01	1240
27.4	70	2.4	1335	21.4	1.28	836
27.5	70	2.4	1719	21.5	1.07	887
28.3	68	1.9	1546	21.8	1.35	1013
28.9	68	2.8	1934	22.3	1.55	1046
29.5	62	2.7	1941	21.4	1.79	999
30.2	62	2.4	1806	22.1	1.91	1094
30	67	2	1698	23.1	1.46	1291
30.1	65	1.8	1923	22.7	1.36	1782
30.8	60	2.5	1793	22.1	1.43	2884
29.8	68	2.6	1749	23.2	0.81	2320
28.2	76	2.2	1888	23.5	0.08	2069
27.2	80	2.3	1870	23.4	0	1924
26.7	82	1.3	1725	23.3	0	1879
26.2	84	1	1646	23.2	0	1439
25.7	85	0.4	1519	22.9	0	1169
25.4	85	1.4	1663	22.6	0	1062
25.3	85	1.7	1594	22.5	0	783
25.2	83	1.1	1835	22	0	545
25.1	82	1.5	1336	21.8	0	307
24.8	86	1.6	1170	22.2	0	266
24.6	86	0.4	1119	22	0.02	356
24.9	81	0.3	1289	21.4	0.24	537
26.1	74	0.7	1254	21	0.87	787
27	70	1.1	1393	21	1.15	909
27.8	68	2.1	1490	21.3	1.29	910
29	65	2	1642	21.7	2.22	945
30.2	58	2.3	1359	21	2.64	1039
30.7	59	2.3	1534	21.7	2.67	1078
30.7	59	2.9	1612	21.7	2.05	1038
31.1	59	2.3	1929	22.1	2.34	1058
31.7	55	2.3	1895	21.5	2.16	1177
31.5	53	3.7	1974	20.7	2.02	1433
31.1	55	2.2	1897	20.9	1.05	1624
30.4	59	2.4	1972	21.4	0.69	1797
29.2	63	1.7	1988	21.4	0.1	2023
28.2	64	2.8	2000	20.7	0	2011
27.6	70	2.7	1994	21.6	0	1682
26.6	80	2	1527	22.8	0	1278
26	82	1.9	1674	22.6	0	1143
25.5	83	2.3	1576	22.3	0	868
25.1	85	1.1	1379	22.3	0	632
24.8	86	0.2	1354	22.2	0	443
24.6	86	0.1	1358	22	0	278
24.5	85	0.7	1345	21.8	0	223
24.8	83	0.2	1534	21.7	0.02	292
25.2	80	0.2	1551	21.4	0.18	402
26.2	75	0.9	1560	21.4	0.77	613
27	71	1	1518	21.2	0.97	715
28.5	66	1.7	1319	21.5	1.83	701
28.7	64	1.3	1332	21.2	1.53	712
30.1	58	1.6	1491	20.9	2.15	803
31.4	53	3.2	1695	20.6	3.28	810
32.4	50	2	1735	20.6	3.13	822
32.9	49	2.6	1631	20.7	2.81	946
32.8	52	3	1803	21.6	2.28	1125
32.7	52	3	1872	21.5	1.96	1247
32.2	55	2.4	1769	22	1.28	1466
31.2	62	2.1	1852	23	0.63	1847
29.2	72	2.1	1932	23.6	0.09	2058
28.1	74	3.1	1840	23	0	1924
27.5	77	0.9	1778	23	0	1607
27	78	1.6	1609	22.8	0	1113
